user_id,signup_date,trial_expires_on,country,acquisition_channel,company_size,industry,user_segment
USR_0000062,2024-04-12,2024-04-26,India,referral,mid,tech,collaborative
USR_0000063,2024-05-01,2024-05-15,India,referral,mid,manufacturing,collaborative
USR_0000064,2024-04-04,2024-04-18,India,organic_search,large,manufacturing,collaborative
USR_0000065,2024-05-05,2024-05-19,India,organic_search,mid,tech,collaborative
USR_0000066,2024-06-19,2024-07-03,India,google_ad,small,marketing,converted
USR_0000067,2024-05-02,2024-05-16,India,google_ad,small,marketing,collaborative
USR_0000068,2024-04-20,2024-05-04,UK,linkedin_ad,mid,tech,activated
USR_0000069,2024-06-11,2024-06-25,UAE,organic_search,solo,marketing,converted
USR_0000070,2024-04-18,2024-05-02,India,direct,large,manufacturing,collaborative
USR_0000071,2024-06-18,2024-07-02,UAE,linkedin_ad,small,consulting,converted
USR_0000072,2024-06-05,2024-06-19,India,linkedin_ad,large,manufacturing,activated
USR_0000073,2024-06-08,2024-06-22,India,google_ad,mid,tech,activated
USR_0000074,2024-05-10,2024-05-24,India,organic_search,small,consulting,activated
USR_0000075,2024-04-16,2024-04-30,India,google_ad,mid,marketing,collaborative
USR_0000076,2024-03-02,2024-03-16,India,google_ad,mid,tech,collaborative
USR_0000077,2024-04-06,2024-04-20,India,referral,small,marketing,collaborative
USR_0000078,2024-04-02,2024-04-16,UK,linkedin_ad,mid,manufacturing,churned_trial
USR_0000079,2024-04-17,2024-05-01,Singapore,referral,solo,consulting,churned_trial
USR_0000080,2024-06-12,2024-06-26,India,organic_search,small,manufacturing,collaborative
USR_0000081,2024-04-04,2024-04-18,India,organic_search,mid,tech,churned_trial
USR_0000082,2024-01-18,2024-02-01,India,organic_search,mid,tech,collaborative
USR_0000083,2024-04-23,2024-05-07,UK,direct,mid,marketing,converted
USR_0000084,2024-05-18,2024-06-01,India,linkedin_ad,small,consulting,collaborative
USR_0000085,2024-04-21,2024-05-05,India,organic_search,small,consulting,collaborative
USR_0000086,2024-04-05,2024-04-19,India,google_ad,mid,tech,churned_trial
USR_0000087,2024-05-11,2024-05-25,India,referral,small,tech,collaborative
USR_0000088,2024-04-19,2024-05-03,USA,organic_search,small,marketing,collaborative
USR_0000089,2024-06-05,2024-06-19,India,organic_search,large,consulting,activated
USR_0000090,2024-06-19,2024-07-03,India,referral,mid,ecommerce,activated
USR_0000091,2024-02-22,2024-03-07,India,linkedin_ad,small,consulting,collaborative
USR_0000092,2024-06-24,2024-07-08,USA,organic_search,small,ecommerce,activated
USR_0000093,2024-05-26,2024-06-09,UK,linkedin_ad,mid,tech,collaborative
USR_0000094,2024-03-08,2024-03-22,India,content_marketing,solo,marketing,activated
USR_0000095,2024-04-21,2024-05-05,India,linkedin_ad,small,ecommerce,churned_trial
USR_0000096,2024-04-27,2024-05-11,India,referral,small,manufacturing,churned_trial
USR_0000097,2024-03-20,2024-04-03,India,organic_search,large,manufacturing,activated
USR_0000098,2024-06-21,2024-07-05,India,referral,mid,tech,churned_trial
USR_0000099,2024-06-27,2024-07-11,India,google_ad,solo,tech,activated
USR_0000100,2024-06-10,2024-06-24,USA,organic_search,small,consulting,converted
USR_0000101,2024-03-08,2024-03-22,USA,content_marketing,small,consulting,activated
USR_0000102,2024-05-06,2024-05-20,India,organic_search,small,marketing,activated
USR_0000103,2024-06-13,2024-06-27,India,organic_search,solo,tech,collaborative
USR_0000104,2024-04-28,2024-05-12,UAE,organic_search,large,marketing,activated
USR_0000105,2024-06-08,2024-06-22,Singapore,referral,small,ecommerce,collaborative
USR_0000106,2024-03-02,2024-03-16,India,organic_search,large,tech,converted
USR_0000107,2024-04-12,2024-04-26,UAE,direct,small,consulting,collaborative
USR_0000108,2024-06-28,2024-07-12,India,referral,solo,marketing,collaborative
USR_0000109,2024-06-04,2024-06-18,UK,referral,mid,ecommerce,collaborative
USR_0000110,2024-01-18,2024-02-01,UAE,google_ad,small,consulting,activated
USR_0000111,2024-06-16,2024-06-30,Others,linkedin_ad,small,consulting,collaborative
USR_0000112,2024-06-08,2024-06-22,India,organic_search,small,tech,converted
USR_0000113,2024-03-17,2024-03-31,India,content_marketing,solo,marketing,collaborative
USR_0000114,2024-04-14,2024-04-28,USA,referral,large,tech,churned_trial
USR_0000115,2024-05-19,2024-06-02,India,organic_search,large,tech,activated
USR_0000116,2024-02-08,2024-02-22,USA,linkedin_ad,mid,ecommerce,collaborative
USR_0000117,2024-04-12,2024-04-26,USA,organic_search,mid,marketing,churned_trial
USR_0000118,2024-01-09,2024-01-23,India,linkedin_ad,mid,consulting,collaborative
USR_0000119,2024-06-24,2024-07-08,UAE,referral,mid,manufacturing,converted
USR_0000120,2024-04-20,2024-05-04,India,google_ad,small,ecommerce,collaborative
USR_0000121,2024-05-18,2024-06-01,India,organic_search,mid,ecommerce,activated
USR_0000122,2024-03-05,2024-03-19,UK,organic_search,large,ecommerce,activated
USR_0000123,2024-02-08,2024-02-22,USA,linkedin_ad,solo,marketing,collaborative
USR_0000124,2024-04-22,2024-05-06,USA,google_ad,solo,marketing,converted
USR_0000125,2024-02-24,2024-03-09,India,organic_search,mid,tech,collaborative
USR_0000126,2024-02-22,2024-03-07,Singapore,linkedin_ad,mid,marketing,activated
USR_0000127,2024-03-08,2024-03-22,India,linkedin_ad,mid,tech,collaborative
USR_0000128,2024-05-14,2024-05-28,UK,organic_search,mid,marketing,collaborative
USR_0000129,2024-05-14,2024-05-28,India,direct,small,ecommerce,activated
USR_0000130,2024-02-05,2024-02-19,UK,content_marketing,mid,ecommerce,activated
USR_0000131,2024-06-09,2024-06-23,Singapore,referral,small,tech,churned_trial
USR_0000132,2024-05-21,2024-06-04,India,content_marketing,large,marketing,converted
USR_0000133,2024-02-28,2024-03-13,India,linkedin_ad,solo,tech,converted
USR_0000134,2024-04-10,2024-04-24,UK,google_ad,solo,ecommerce,converted
USR_0000135,2024-06-21,2024-07-05,Others,linkedin_ad,solo,tech,collaborative
USR_0000136,2024-05-24,2024-06-07,USA,content_marketing,mid,ecommerce,collaborative
USR_0000137,2024-06-05,2024-06-19,India,google_ad,small,ecommerce,activated
USR_0000138,2024-01-02,2024-01-16,UAE,organic_search,mid,marketing,collaborative
USR_0000139,2024-02-20,2024-03-05,USA,linkedin_ad,mid,tech,converted
USR_0000140,2024-04-16,2024-04-30,Singapore,organic_search,mid,tech,collaborative
USR_0000141,2024-03-03,2024-03-17,USA,linkedin_ad,small,tech,converted
USR_0000142,2024-06-25,2024-07-09,UK,referral,solo,tech,collaborative
USR_0000143,2024-01-08,2024-01-22,UAE,linkedin_ad,mid,marketing,collaborative
USR_0000144,2024-04-27,2024-05-11,UK,organic_search,solo,tech,converted
USR_0000145,2024-04-17,2024-05-01,India,referral,small,tech,churned_trial
USR_0000146,2024-02-04,2024-02-18,Singapore,organic_search,mid,tech,collaborative
USR_0000147,2024-06-13,2024-06-27,India,google_ad,small,marketing,collaborative
USR_0000148,2024-04-18,2024-05-02,UK,linkedin_ad,mid,tech,collaborative
USR_0000149,2024-03-18,2024-04-01,Singapore,organic_search,large,manufacturing,converted
USR_0000150,2024-01-16,2024-01-30,India,organic_search,solo,manufacturing,churned_trial
USR_0000151,2024-05-05,2024-05-19,UK,referral,large,ecommerce,churned_trial
USR_0000152,2024-03-05,2024-03-19,Others,google_ad,mid,ecommerce,collaborative
USR_0000153,2024-01-23,2024-02-06,UAE,referral,large,marketing,converted
USR_0000154,2024-02-01,2024-02-15,India,google_ad,small,marketing,churned_trial
USR_0000155,2024-06-26,2024-07-10,Singapore,direct,small,consulting,converted
USR_0000156,2024-01-11,2024-01-25,India,linkedin_ad,mid,tech,collaborative
USR_0000157,2024-06-16,2024-06-30,India,organic_search,small,consulting,churned_trial
USR_0000158,2024-03-15,2024-03-29,India,linkedin_ad,small,ecommerce,activated
USR_0000159,2024-06-22,2024-07-06,Singapore,referral,small,marketing,converted
USR_0000160,2024-06-26,2024-07-10,India,google_ad,small,marketing,activated
USR_0000161,2024-02-19,2024-03-04,USA,referral,large,ecommerce,collaborative
USR_0000162,2024-01-27,2024-02-10,UK,content_marketing,large,tech,churned_trial
USR_0000163,2024-06-25,2024-07-09,Singapore,google_ad,mid,tech,converted
USR_0000164,2024-03-27,2024-04-10,India,referral,mid,marketing,activated
USR_0000165,2024-03-13,2024-03-27,India,content_marketing,small,ecommerce,collaborative
USR_0000166,2024-03-15,2024-03-29,India,linkedin_ad,mid,marketing,converted
USR_0000167,2024-06-21,2024-07-05,India,referral,small,tech,activated
USR_0000168,2024-05-16,2024-05-30,UAE,linkedin_ad,large,consulting,churned_trial
USR_0000169,2024-02-09,2024-02-23,UK,direct,large,consulting,collaborative
USR_0000170,2024-05-19,2024-06-02,UAE,referral,small,tech,collaborative
USR_0000171,2024-05-06,2024-05-20,India,google_ad,small,tech,collaborative
USR_0000172,2024-06-11,2024-06-25,UK,organic_search,solo,marketing,activated
USR_0000173,2024-02-27,2024-03-12,India,google_ad,small,manufacturing,collaborative
USR_0000174,2024-01-17,2024-01-31,India,linkedin_ad,solo,marketing,collaborative
USR_0000175,2024-02-23,2024-03-08,USA,google_ad,solo,tech,collaborative
USR_0000176,2024-06-12,2024-06-26,UK,organic_search,small,tech,converted
USR_0000177,2024-04-22,2024-05-06,India,organic_search,mid,ecommerce,converted
USR_0000178,2024-02-24,2024-03-09,India,organic_search,small,manufacturing,churned_trial
USR_0000179,2024-06-20,2024-07-04,India,referral,large,consulting,converted
USR_0000180,2024-06-18,2024-07-02,UAE,organic_search,large,consulting,collaborative
USR_0000181,2024-01-15,2024-01-29,Singapore,content_marketing,small,marketing,converted
USR_0000182,2024-05-16,2024-05-30,UK,google_ad,solo,marketing,collaborative
USR_0000183,2024-03-04,2024-03-18,UAE,google_ad,mid,marketing,activated
USR_0000184,2024-06-01,2024-06-15,India,referral,mid,tech,activated
USR_0000185,2024-05-20,2024-06-03,UAE,google_ad,large,marketing,churned_trial
USR_0000186,2024-06-15,2024-06-29,Singapore,content_marketing,large,tech,churned_trial
USR_0000187,2024-06-18,2024-07-02,USA,content_marketing,small,tech,activated
USR_0000188,2024-02-12,2024-02-26,USA,referral,mid,consulting,churned_trial
USR_0000189,2024-04-01,2024-04-15,India,organic_search,mid,tech,churned_trial
USR_0000190,2024-02-02,2024-02-16,USA,content_marketing,solo,tech,activated
USR_0000191,2024-03-26,2024-04-09,UK,linkedin_ad,solo,consulting,collaborative
USR_0000192,2024-06-10,2024-06-24,India,organic_search,large,manufacturing,collaborative
USR_0000193,2024-01-23,2024-02-06,India,organic_search,solo,tech,collaborative
USR_0000194,2024-04-26,2024-05-10,UAE,linkedin_ad,small,marketing,churned_trial
USR_0000195,2024-04-02,2024-04-16,India,organic_search,solo,consulting,converted
USR_0000196,2024-01-27,2024-02-10,India,google_ad,mid,tech,collaborative
USR_0000197,2024-06-26,2024-07-10,UK,referral,solo,marketing,churned_trial
USR_0000198,2024-05-04,2024-05-18,India,google_ad,small,consulting,converted
USR_0000199,2024-03-03,2024-03-17,India,linkedin_ad,large,tech,collaborative
USR_0000200,2024-03-12,2024-03-26,India,referral,small,ecommerce,collaborative
USR_0000201,2024-05-25,2024-06-08,USA,linkedin_ad,mid,manufacturing,collaborative
USR_0000202,2024-05-19,2024-06-02,USA,direct,small,manufacturing,collaborative
USR_0000203,2024-04-13,2024-04-27,India,referral,small,consulting,churned_trial
USR_0000204,2024-06-16,2024-06-30,UK,organic_search,large,ecommerce,collaborative
USR_0000205,2024-05-05,2024-05-19,USA,linkedin_ad,small,tech,activated
USR_0000206,2024-06-07,2024-06-21,India,referral,small,manufacturing,activated
USR_0000207,2024-03-13,2024-03-27,India,google_ad,large,tech,churned_trial
USR_0000208,2024-06-20,2024-07-04,India,linkedin_ad,small,ecommerce,activated
USR_0000209,2024-06-13,2024-06-27,India,referral,mid,ecommerce,collaborative
USR_0000210,2024-04-07,2024-04-21,USA,google_ad,small,tech,activated
USR_0000211,2024-04-07,2024-04-21,India,google_ad,small,ecommerce,collaborative
USR_0000212,2024-04-11,2024-04-25,Singapore,content_marketing,solo,consulting,activated
USR_0000213,2024-06-13,2024-06-27,USA,direct,mid,marketing,churned_trial
USR_0000214,2024-06-26,2024-07-10,India,referral,small,tech,collaborative
USR_0000215,2024-06-12,2024-06-26,India,organic_search,large,ecommerce,collaborative
USR_0000216,2024-04-19,2024-05-03,Singapore,organic_search,small,marketing,collaborative
USR_0000217,2024-06-22,2024-07-06,UAE,referral,small,tech,converted
USR_0000218,2024-05-09,2024-05-23,India,referral,small,manufacturing,collaborative
USR_0000219,2024-06-06,2024-06-20,India,linkedin_ad,mid,tech,collaborative
USR_0000220,2024-04-01,2024-04-15,India,referral,mid,marketing,collaborative
USR_0000221,2024-01-04,2024-01-18,India,google_ad,mid,consulting,activated
USR_0000222,2024-06-03,2024-06-17,India,content_marketing,solo,tech,churned_trial
USR_0000223,2024-05-28,2024-06-11,UAE,google_ad,small,tech,collaborative
USR_0000224,2024-06-23,2024-07-07,UK,google_ad,solo,tech,collaborative
USR_0000225,2024-01-22,2024-02-05,India,content_marketing,small,manufacturing,churned_trial
USR_0000226,2024-06-18,2024-07-02,India,content_marketing,mid,consulting,collaborative
USR_0000227,2024-06-20,2024-07-04,India,google_ad,small,tech,collaborative
USR_0000228,2024-03-21,2024-04-04,India,linkedin_ad,mid,marketing,activated
USR_0000229,2024-05-24,2024-06-07,India,organic_search,small,tech,churned_trial
USR_0000230,2024-06-11,2024-06-25,India,organic_search,small,ecommerce,activated
USR_0000231,2024-03-02,2024-03-16,India,organic_search,mid,ecommerce,activated
USR_0000232,2024-05-04,2024-05-18,India,organic_search,large,consulting,collaborative
USR_0000233,2024-06-25,2024-07-09,USA,content_marketing,mid,tech,activated
USR_0000234,2024-03-02,2024-03-16,India,organic_search,mid,marketing,collaborative
USR_0000235,2024-06-20,2024-07-04,Singapore,organic_search,mid,ecommerce,collaborative
USR_0000236,2024-01-21,2024-02-04,Singapore,google_ad,mid,consulting,collaborative
USR_0000237,2024-01-20,2024-02-03,India,organic_search,small,tech,churned_trial
USR_0000238,2024-05-07,2024-05-21,India,linkedin_ad,large,consulting,collaborative
USR_0000239,2024-06-11,2024-06-25,USA,organic_search,mid,consulting,activated
USR_0000240,2024-05-17,2024-05-31,India,organic_search,large,ecommerce,activated
USR_0000241,2024-04-05,2024-04-19,India,linkedin_ad,small,marketing,activated
USR_0000242,2024-05-10,2024-05-24,India,google_ad,mid,ecommerce,activated
USR_0000243,2024-03-21,2024-04-04,Singapore,linkedin_ad,mid,manufacturing,converted
USR_0000244,2024-05-09,2024-05-23,India,referral,solo,marketing,converted
USR_0000245,2024-06-26,2024-07-10,India,organic_search,mid,tech,activated
USR_0000246,2024-03-16,2024-03-30,India,google_ad,small,tech,collaborative
USR_0000247,2024-05-22,2024-06-05,India,organic_search,large,tech,churned_trial
USR_0000248,2024-03-28,2024-04-11,USA,organic_search,large,tech,activated
USR_0000249,2024-03-17,2024-03-31,India,organic_search,small,tech,churned_trial
USR_0000250,2024-04-13,2024-04-27,USA,google_ad,large,tech,collaborative
USR_0000251,2024-06-25,2024-07-09,India,referral,small,manufacturing,churned_trial
USR_0000252,2024-06-24,2024-07-08,India,referral,large,tech,collaborative
USR_0000253,2024-01-03,2024-01-17,USA,google_ad,mid,marketing,activated
USR_0000254,2024-04-01,2024-04-15,UAE,organic_search,mid,manufacturing,converted
USR_0000255,2024-04-27,2024-05-11,Singapore,organic_search,small,ecommerce,collaborative
USR_0000256,2024-01-17,2024-01-31,UAE,linkedin_ad,small,marketing,activated
USR_0000257,2024-06-03,2024-06-17,India,referral,mid,consulting,collaborative
USR_0000258,2024-05-14,2024-05-28,India,referral,small,ecommerce,churned_trial
USR_0000259,2024-03-15,2024-03-29,India,content_marketing,mid,marketing,collaborative
USR_0000260,2024-06-10,2024-06-24,India,organic_search,large,tech,collaborative
USR_0000261,2024-04-14,2024-04-28,India,linkedin_ad,small,consulting,activated
USR_0000262,2024-05-11,2024-05-25,India,content_marketing,large,consulting,collaborative
USR_0000263,2024-06-14,2024-06-28,India,referral,small,tech,collaborative
USR_0000264,2024-04-21,2024-05-05,India,referral,small,ecommerce,churned_trial
USR_0000265,2024-05-22,2024-06-05,India,organic_search,mid,marketing,churned_trial
USR_0000266,2024-03-01,2024-03-15,India,google_ad,small,marketing,collaborative
USR_0000267,2024-06-03,2024-06-17,India,linkedin_ad,mid,tech,churned_trial
USR_0000268,2024-02-28,2024-03-13,India,google_ad,large,manufacturing,activated
USR_0000269,2024-04-02,2024-04-16,India,content_marketing,solo,ecommerce,collaborative
USR_0000270,2024-03-11,2024-03-25,India,organic_search,large,tech,converted
USR_0000271,2024-03-21,2024-04-04,UK,organic_search,small,marketing,activated
USR_0000272,2024-06-11,2024-06-25,India,linkedin_ad,mid,tech,collaborative
USR_0000273,2024-05-14,2024-05-28,UK,referral,small,marketing,converted
USR_0000274,2024-06-19,2024-07-03,UAE,organic_search,solo,consulting,converted
USR_0000275,2024-05-02,2024-05-16,India,referral,solo,consulting,collaborative
USR_0000276,2024-02-03,2024-02-17,USA,direct,mid,tech,collaborative
USR_0000277,2024-03-20,2024-04-03,India,content_marketing,mid,marketing,churned_trial
USR_0000278,2024-01-16,2024-01-30,UK,google_ad,mid,tech,converted
USR_0000279,2024-05-11,2024-05-25,India,referral,small,manufacturing,converted
USR_0000280,2024-03-24,2024-04-07,India,linkedin_ad,small,tech,churned_trial
USR_0000281,2024-04-26,2024-05-10,India,referral,large,tech,churned_trial
USR_0000282,2024-06-08,2024-06-22,USA,organic_search,mid,consulting,activated
USR_0000283,2024-04-05,2024-04-19,India,organic_search,mid,marketing,activated
USR_0000284,2024-04-09,2024-04-23,Singapore,linkedin_ad,mid,tech,collaborative
USR_0000285,2024-02-20,2024-03-05,USA,referral,mid,ecommerce,activated
USR_0000286,2024-06-04,2024-06-18,USA,linkedin_ad,large,tech,churned_trial
USR_0000287,2024-06-25,2024-07-09,UK,referral,small,tech,converted
USR_0000288,2024-01-19,2024-02-02,UK,organic_search,small,ecommerce,collaborative
USR_0000289,2024-04-22,2024-05-06,India,referral,mid,tech,churned_trial
USR_0000290,2024-06-10,2024-06-24,USA,organic_search,small,tech,converted
USR_0000291,2024-01-11,2024-01-25,India,organic_search,solo,ecommerce,collaborative
USR_0000292,2024-05-08,2024-05-22,UK,organic_search,solo,tech,churned_trial
USR_0000293,2024-05-27,2024-06-10,Singapore,linkedin_ad,mid,tech,converted
USR_0000294,2024-05-05,2024-05-19,India,linkedin_ad,large,ecommerce,converted
USR_0000295,2024-05-03,2024-05-17,USA,google_ad,solo,ecommerce,collaborative
USR_0000296,2024-05-02,2024-05-16,India,organic_search,small,marketing,churned_trial
USR_0000297,2024-01-18,2024-02-01,India,google_ad,solo,ecommerce,collaborative
USR_0000298,2024-06-15,2024-06-29,India,linkedin_ad,small,marketing,collaborative
USR_0000299,2024-02-28,2024-03-13,India,organic_search,small,ecommerce,activated
USR_0000300,2024-04-02,2024-04-16,India,direct,solo,marketing,activated
USR_0000301,2024-04-08,2024-04-22,USA,google_ad,small,tech,churned_trial
USR_0000302,2024-04-05,2024-04-19,Singapore,direct,small,marketing,activated
USR_0000303,2024-03-25,2024-04-08,India,linkedin_ad,large,manufacturing,activated
USR_0000304,2024-01-13,2024-01-27,India,organic_search,small,consulting,collaborative
USR_0000305,2024-06-17,2024-07-01,USA,organic_search,small,tech,collaborative
USR_0000306,2024-02-05,2024-02-19,Singapore,linkedin_ad,small,marketing,collaborative
USR_0000307,2024-02-26,2024-03-11,India,organic_search,small,ecommerce,churned_trial
USR_0000308,2024-06-20,2024-07-04,UAE,google_ad,large,consulting,collaborative
USR_0000309,2024-01-16,2024-01-30,UK,direct,small,manufacturing,collaborative
USR_0000310,2024-03-13,2024-03-27,USA,google_ad,small,tech,collaborative
USR_0000311,2024-05-17,2024-05-31,UAE,google_ad,solo,manufacturing,collaborative
USR_0000312,2024-02-19,2024-03-04,USA,organic_search,large,tech,activated
USR_0000313,2024-06-14,2024-06-28,India,linkedin_ad,large,marketing,churned_trial
USR_0000314,2024-06-10,2024-06-24,Singapore,linkedin_ad,mid,tech,converted
USR_0000315,2024-05-23,2024-06-06,Singapore,direct,solo,marketing,collaborative
USR_0000316,2024-06-06,2024-06-20,UK,organic_search,small,consulting,churned_trial
USR_0000317,2024-05-04,2024-05-18,India,organic_search,solo,marketing,churned_trial
USR_0000318,2024-02-07,2024-02-21,India,organic_search,large,tech,churned_trial
USR_0000319,2024-05-25,2024-06-08,Singapore,referral,solo,marketing,converted
USR_0000320,2024-02-01,2024-02-15,UK,organic_search,solo,ecommerce,collaborative
USR_0000321,2024-05-24,2024-06-07,USA,organic_search,mid,marketing,activated
USR_0000322,2024-04-19,2024-05-03,India,organic_search,mid,consulting,collaborative
USR_0000323,2024-02-10,2024-02-24,India,linkedin_ad,large,ecommerce,activated
USR_0000324,2024-04-01,2024-04-15,Others,organic_search,small,marketing,collaborative
USR_0000325,2024-06-13,2024-06-27,India,referral,large,consulting,collaborative
USR_0000326,2024-05-16,2024-05-30,UK,content_marketing,small,tech,activated
USR_0000327,2024-06-04,2024-06-18,India,google_ad,small,tech,converted
USR_0000328,2024-05-13,2024-05-27,USA,referral,small,marketing,converted
USR_0000329,2024-04-01,2024-04-15,India,linkedin_ad,mid,tech,collaborative
USR_0000330,2024-04-28,2024-05-12,Others,referral,small,tech,collaborative
USR_0000331,2024-06-14,2024-06-28,USA,google_ad,small,tech,activated
USR_0000332,2024-06-24,2024-07-08,USA,google_ad,solo,marketing,converted
USR_0000333,2024-04-02,2024-04-16,India,organic_search,mid,tech,collaborative
USR_0000334,2024-06-13,2024-06-27,UAE,organic_search,solo,consulting,churned_trial
USR_0000335,2024-06-17,2024-07-01,India,organic_search,solo,ecommerce,collaborative
USR_0000336,2024-05-16,2024-05-30,India,organic_search,small,consulting,collaborative
USR_0000337,2024-04-01,2024-04-15,UAE,referral,small,marketing,converted
USR_0000338,2024-05-12,2024-05-26,India,linkedin_ad,mid,consulting,churned_trial
USR_0000339,2024-05-01,2024-05-15,India,google_ad,solo,consulting,activated
USR_0000340,2024-03-16,2024-03-30,Singapore,organic_search,mid,tech,collaborative
USR_0000341,2024-03-03,2024-03-17,Others,linkedin_ad,solo,tech,churned_trial
USR_0000342,2024-02-23,2024-03-08,India,content_marketing,small,manufacturing,collaborative
USR_0000343,2024-01-05,2024-01-19,Singapore,google_ad,small,manufacturing,collaborative
USR_0000344,2024-01-06,2024-01-20,India,direct,large,marketing,converted
USR_0000345,2024-06-18,2024-07-02,Singapore,referral,solo,consulting,converted
USR_0000346,2024-06-19,2024-07-03,UAE,content_marketing,large,consulting,collaborative
USR_0000347,2024-02-27,2024-03-12,UK,linkedin_ad,small,marketing,collaborative
USR_0000348,2024-03-08,2024-03-22,Others,organic_search,large,ecommerce,converted
